Id,SalePrice
328,120012.98622142115
1356,112418.28702896072
1154,110529.00443542175
1730,177656.9837766609
2249,160627.315912989
1119,285930.85402658087
2856,133950.53694777406
1394,130057.87454973812
2587,118807.61725869864
61,318602.4266699157
2661,166224.5822000993
2711,137627.71802092367
1147,176717.14518295127
757,123947.69388009243
2623,99357.23757395503
2378,137389.79177869437
1413,140828.50627467711
1722,220462.36059407145
1112,222761.05103264822
1623,188926.22209517058
1201,188302.7649612804
1513,110961.64914952451
957,801938.790446231
1171,250858.80982614463
1145,190586.62911640535
2726,229188.4569945188
703,148006.17722037356
760,98143.71395625563
1964,153302.27419600546
2512,177465.71581925498
159,139635.37835694122
1281,163638.2112727119
468,189696.08513048646
290,123046.05067397092
665,99859.67474811563
1463,257107.69987887912
1792,220067.29304053664
923,151767.83213373166
500,259194.41032643293
1408,169874.6859003639
331,87689.34240115463
170,119041.38783048709
2192,100254.89800368482
2571,323642.2126322185
2314,171593.10217903784
2647,91702.13318728819
422,449868.9083184003
2457,348684.1931278169
1838,198368.83309227083
2805,264419.55146092933
1645,159701.6404849681
1711,291337.18115015805
2825,237764.05511942317
322,330428.9047230654
2103,258296.46581399383
342,119643.64833452138
600,124060.34375625741
488,174380.0169088857
1725,298823.31467940955
2246,286654.6291171696
2847,148088.63781070476
806,234550.14306624728
530,230332.41353462145
963,189643.28651490426
2678,101781.73656488919
171,89236.52982909218
2401,445967.61362521956
805,226312.43234784645
2259,243668.1540357556
1748,190554.01831782167
1361,133059.47789443802
1677,109826.63128699128
1406,152051.81481841323
2322,269284.9957841683
688,148724.5023405801
143,138030.3322963397
804,207485.78657787814
1214,154194.80512806427
2828,144029.33441052417
1999,147833.28157999367
2467,196714.5367561077
2665,148940.41000268323
1538,392900.5601700816
398,119056.2934123555
2822,139247.83205699723
2157,147185.01433473718
1856,190930.59331252537
1269,96932.67287902065
2570,111388.61364986884
2320,236174.49373871522
1517,134198.08750978383
2304,131240.3901115378
1312,100543.1283270774
2012,133519.32022019138
506,243465.14514705003
2865,217411.42349833585
2367,101530.07696016708
554,90042.67816949969
238,132752.56586124565
1954,121445.78054691479
2488,120825.21933517368
2291,81785.27671962821
1969,105472.00385344226
2725,151180.476527534
1482,156403.4449375632
2763,194328.28468115997
503,241287.5385678083
1584,237461.19783845698
1531,144254.01883915233
2210,170664.94878025807
459,321435.9934311789
556,128251.86771249589
1347,122195.28820478426
1290,82665.95729601495
1388,103908.86419680806
1571,445410.6169914181
2754,201001.73413583956
765,133395.85561309438
2494,125361.37516243155
2870,246153.16583064062
7,211666.4782378158
1114,233001.9788889732
2418,285486.68618913076
291,125724.75658786373
18,319945.55318869214
39,360125.3113625521
1001,240318.84255640578
2442,224877.40176081043
616,122714.03833906309
2680,77621.34544929005
1414,127988.43870808979
289,142642.1101907981
40,250303.46946879127
860,121503.05517191488
409,129961.87999768057
673,149564.07131742497
2427,181568.41411073663
2036,212404.90174072998
2564,140706.15556621688
642,155053.4979653736
1008,183240.517028396
1908,142034.8364484746
2519,191888.498609181
1369,93830.8788065625
2855,161297.61709948568
712,100490.32863712544
1943,111348.31355045606
1958,123396.60036077054
107,155704.03035697143
2295,194767.89313257692
704,98247.33393657142
676,136744.33430309003
259,178702.611973461
93,279796.88338374137
106,242954.08027965506
2315,173559.1015691249
1050,111713.17488792703
1095,202906.79530378943
2709,143379.88522129986
758,123316.60042846588
1496,158405.7438070266
2370,118351.73791991916
2458,275404.249454651
2733,128505.271712739
161,243885.53595709382
726,148170.62384638176
845,207767.69643259287
947,246030.01156342906
2232,108564.79874089974
2563,149278.52502301088
2299,142463.02680402598
211,85240.30637477289
605,160043.01945669795
1478,195887.59434107313
2247,276181.8058396013
2274,193550.41318703175
2869,211163.54356838303
967,205878.39228135266
2656,126881.39556425849
667,193304.3013553928
1042,106656.94293111554
2023,148529.23188389308
2447,377772.38700916927
2055,126116.09475423151
2275,312779.2910589502
2204,171198.64674743338
1563,274547.0557312791
483,205867.5590633941
796,131234.70435356148
1526,162878.83414993802
2042,118296.90891381243
442,330727.74707868684
1693,324105.1089014829
1468,220961.48191314362
1430,189976.86877355693
2605,128972.48005149544
1529,207239.62900099697
335,145223.33865466306
1287,126383.48748955692
31,98246.62920798775
1785,305461.7740872665
82,161697.87444886856
2620,116880.89161101902
252,183243.73086155797
721,61790.44877357262
2165,185596.77356780035
2316,189355.49490590586
775,132762.5684186581
1558,80114.99731294674
17,221416.78126865023
1022,217209.68822126582
925,130398.25556218304
438,274040.4177085952
1270,125968.00842548624
1272,124570.14332091733
215,130404.49437131995
266,232283.20301363617
2402,275874.0209086601
1250,131432.3809767405
1984,112560.31489817974
1279,142320.5193622845
377,254138.7908585553
1252,102482.08771422757
2156,256909.9412684389
499,322040.4989822393
1374,131969.90950368322
2898,226543.1716666488
401,118890.02945566164
2721,148575.11769270763
2078,242594.22717048653
2589,130042.24017950236
1946,227130.0403168834
1334,124082.28031180523
2781,226934.42464723397
431,381481.8931988648
576,192140.01289365126
1474,203893.02180464286
2254,145407.6915444115
2155,285465.8280260392
885,95258.4475068257
643,140152.36424478237
1944,129199.8574214953
480,196572.60724033657
2845,99420.5914492679
2387,319789.69686872745
2407,203958.48936076884
2527,167524.8194302691
2514,153406.99742777244
629,138585.5947231878
80,204400.38356318092
1876,135337.21023826374
1546,124964.1343674735
2518,167617.14841840937
2347,161822.49169333602
783,231147.31329400605
1322,61951.67369204184
194,89629.94924676513
1770,289498.84012065217
2143,132144.18826491042
1229,218145.91667574865
511,281680.26464204147
46,226584.08752239484
1348,140577.15709376108
2465,194590.98662873157
387,234646.4814102881
873,217070.14683548055
1918,124947.21031919472
2764,234827.54350650875
2184,129640.61604061708
934,139814.8961312864
1920,127321.88623568165
2631,140068.9278081068
1768,743030.9251368013
2040,115656.39696346436
1749,216812.5751908286
834,248387.0251792643
1457,230599.94435321656
79,123774.86306422396
2302,129072.51020388122
1817,148321.359197254
2755,243159.77048763592
359,178034.47580175364
2059,114923.28638559228
2092,235102.021324235
2516,218539.9772862991
150,119758.53844905597
1656,121978.28562040458
83,93563.47607318369
2411,186443.87263594643
795,80664.46376423797
2312,221648.68328938176
2917,100443.19639916011
1624,173079.33190140134
2215,323538.65118346264
1211,149402.23135324498
1485,159993.3186743938
1024,170271.79324900947
570,195259.80550195958
2874,136205.13365543907
700,119324.56048861242
2756,208111.4797190488
2022,171484.17974958633
583,227440.0716296595
2392,372309.4247578395
2424,180819.74539202912
212,103178.42847544402
736,130661.61523597788
1610,156870.00104440234
890,124175.81759796457
467,188527.0983698379
578,208321.53224413868
1747,189749.5925096799
1149,161833.3410766463
2758,250098.45609635286
857,145942.90871766876
2219,263109.7252814283
733,80140.26132009116
2909,108659.73714182955
1798,260654.91897861793
235,131174.2904977102
2366,121775.2346066734
1027,134433.85978087242
1195,144654.43569841766
1303,69974.9733193228
148,178675.98504225884
608,157324.8226589644
2515,198964.8296463856
821,266460.0255730743
2500,266653.3419365638
745,104635.7147893355
741,126240.08882402975
1611,117885.73228638349
2532,128537.10178856507
1081,227884.83275963555
1692,459047.1760976065
2520,167428.65915705202
276,103180.86914072976
1992,128081.7653456694
663,68934.83527171628
418,123838.85534401382
1733,199972.8920357116
2359,145875.57235091057
253,185897.88280175565
1518,176293.64880750375
2035,134103.25841953623
2919,79589.18833070147
1540,267783.29466813
2120,145718.40550269024
1674,172921.4472952267
256,156760.34656946894
2361,114920.24156842213
978,86274.1473231801
2280,147722.47499568918
2095,221775.07563115773
1709,333638.49398682854
2801,250167.94256176232
1246,122166.37885314996
2373,101748.09685814504
1055,281550.4820971381
2017,124309.002445416
1099,253093.21753998904
1344,81541.88544464423
835,194794.35486007817
1117,219079.94253361743
2043,92295.22094254753
2085,123199.72372515127
410,139807.5373657441
2650,114999.94244264864
2867,178500.95143379344
1668,116025.44300099554
1161,159287.92117723916
2122,178474.9098022602
2539,154968.07080007452
1047,142447.81324760898
1445,131834.68668239197
541,128645.73192617623
569,223544.5577752331
1276,119483.69248976995
918,154291.24098896305
326,167575.9656683483
1936,134049.6381691515
895,100439.34278254255
257,149797.65984760015
1241,172084.85536857866
1545,115116.48483055184
1189,174162.86007458807
270,151035.29208646642
2066,166800.16129391943
693,112255.73498652368
1259,136274.99286927807
2916,153435.37538925558
2321,321611.91982112755
1977,91513.61304379978
1895,145471.6239341521
1240,170351.49008121897
85,148825.17661030183
1823,118686.5421508336
825,288876.2080208612
110,227388.00215532727
697,121952.77708816068
2297,115568.93305225523
1231,135486.54020349125
1355,129951.9107805827
968,327744.42025399173
584,216811.63420840574
1315,123619.89103393813
1606,148325.39937576384
206,101340.57201495275
1685,356733.3300558834
2016,134480.155793004
869,202600.89856016944
2135,126383.4831742043
2346,184685.65867249935
2430,229077.2747451008
2198,76661.57655945863
2652,127177.13631543735
27,117575.56824569993
241,170066.1048053627
906,117122.32865897578
1506,112909.66271671373
2098,383330.54240849684
1435,211497.27919792468
2213,131647.74651225138
1274,133965.48388020758
743,41223.16113158196
1737,202584.62624546577
2797,278790.9160467768
2185,73719.92541418863
58,170108.73379007296
830,197723.2197943689
808,114495.85587778606
680,140822.2717633163
1153,112475.21722800093
1291,127336.39649593289
1818,134855.86613052455
2161,184624.7984378426
1883,122622.10078682505
350,340598.32532210316
2473,142074.7859862525
295,188294.47151203884
293,179315.65812888136
859,136007.13583070843
288,76982.15203804188
1578,145372.64053676953
102,179834.4165175608
2831,134036.0490895791
1030,158458.06628873304
2551,148459.92987717415
1286,143537.6759880553
958,314724.0826927876
776,134345.89717255192
72,228106.3305549233
2263,258715.97340633598
1866,152946.00209844986
2876,79282.24042292127
2146,247823.65284902175
103,168250.4724811772
1500,139886.0577540614
492,184061.69055405655
167,141190.45212917248
2597,123262.77688740268
2685,110606.90603576857
1035,160307.51242873105
1220,78985.1641839187
2602,152557.98799380442
2159,206227.38144914692
695,128964.82815406444
1109,252724.70044368462
640,176363.25831810155
1652,153797.06189276045
2090,174706.78464025745
1188,181505.72588227372
2345,236135.05357805805
1059,426179.3205178232
2751,238111.15644403518
128,196152.56731219214
1523,183178.54463244465
2925,183315.30354434156
2145,287960.59386018076
1121,223676.13301024758
566,250877.9379900405
565,239369.99212021095
1331,135150.65572616848
2928,126856.1701226098
156,146638.71739681176
797,131537.7429517043
327,93067.59606363474
2859,140972.72183165306
1453,123779.82571920562
1762,350005.6129044962
1868,208806.53427236225
1760,176336.35123449404
1113,242565.42895552694
1812,188459.39879197653
117,156405.20886295405
1142,202651.15050156802
2342,403223.7856067517
927,153028.83491074198
2478,179048.9463485198
655,92439.27195711782
2064,127480.58372596695
369,262243.9162330116
2239,111832.31717106981
2732,206891.9358602363
1653,159303.63417633524
959,215562.4654404344
2395,352501.5866241451
1412,112932.56312711239
271,242523.66395179916
1484,157604.00827853734
1497,146127.01110299217
552,155061.09622705073
2,120425.62077161149
1855,281778.4695385284
4,268734.4495781585
2292,159644.731300075
134,137775.3555335361
646,112596.62549757716
42,292382.6737778921
532,221119.92041793896
713,90753.24601675577
2561,132780.11798217447
2360,138006.59257274447
1333,119542.24773274304
1407,242429.1101789556
2892,310170.8170807572
574,204045.94756609434
1227,183026.33556481145
2591,216853.80344162154
1476,206368.0837547962
1125,249888.94072890497
1446,145541.70857196167
408,114148.69215396109
1101,292770.36935955804
2251,190508.1059370678
373,176136.0544085223
2554,134240.83783949312
2382,266889.3292298239
1985,91839.24237392377
519,232341.89345445074
1093,194053.3351204605
864,251589.98546641614
2889,147061.59047289213
2308,173897.45844547753
986,157540.9231584977
1302,142791.32974680426
585,156198.84610979556
2708,146901.5314903059
147,126635.00474622645
1441,225914.26815681913
383,192238.79814298108
285,144297.45057427677
181,109958.71645505447
358,190462.95857762525
780,164821.3766645391
258,190990.48726716352
1865,208388.30656546337
692,116983.02138371584
2902,330934.4692654016
508,251253.45007002872
2638,142874.36039263834
36,135150.4025887712
611,166046.25238169482
2281,150765.746204876
1678,113986.24709449518
1696,491723.2283304572
1557,74479.99469506207
2180,152556.4450756548
1726,223012.36577400737
951,149553.3295497939
267,222826.20810899432
2706,133867.25061512922
2221,261513.1799977558
1357,165486.62562533005
2901,320805.01683764206
347,173326.98843282257
2164,191720.590425391
1586,322389.9124519509
360,156450.07096411882
1769,242786.4174177838
2617,151045.2498261149
1879,144314.81532580452
991,227281.6607832452
1535,122435.64013059328
1191,145116.9964622151
1579,218401.38812010398
1882,145927.857230569
1510,132916.1617729785
2196,120961.48447894173
1845,175445.1177503457
2336,407469.6992136427
942,95777.00603242748
861,132826.28435487975
2555,118463.44894571936
1392,153384.14029049882
2099,258471.8290658355
1543,121485.68829822383
948,274611.6223689077
1239,172130.51557237783
22,184883.25074355069
2796,230915.8477726995
2747,172896.4739352755
92,279480.41738327895
210,161016.45444656388
1858,197693.0792700738
2228,155598.17536229477
447,219570.00911313304
827,233320.05715563789
1649,200552.18718660693
682,131758.84155435752
2698,100663.0132321306
494,165508.76597925022
214,72197.3270698285
2441,244848.21712353884
2679,103539.11215593328
1336,118505.6927976853
465,177373.61385799802
1524,147752.16208120598
2543,114643.14893779838
631,140524.05927260662
2452,309915.3946874823
228,154451.5120305892
126,176590.71873905126
1092,233813.30710456698
1122,201890.64668690445
932,220011.32703363925
1980,79815.64884643868
2171,114750.22050132482
551,158541.63517370768
2768,166158.95170371357
2056,113420.71315035118
1159,373155.0971622282
2645,120133.50411160423
1174,167023.6093268411
2266,199510.40949049187
2462,400120.6991969627
1219,148295.47513467993
2922,170451.3254774323
118,138031.08171766324
474,174772.6731302272
2576,142458.49151948627
872,277242.05103859777
1077,214506.63743509795
1536,140389.25720789013
1150,123475.28511083194
2341,317541.3402068912
1931,149624.52881711512
2785,132137.3429062007
2538,124857.18298889688
597,206085.32419925334
464,179478.541800049
233,237774.54559823833
2169,132892.69015464897
2123,172746.11707781587
1867,171041.28686247254
137,253584.31529827634
515,241866.76551702814
933,113916.43756655484
2784,158904.76020212754
972,156498.0876934264
599,161195.17955021697
2614,129579.37659377599
2582,143250.62456208316
1409,165617.7880187373
175,97506.11316958716
352,219711.10776864935
976,101969.99262693524
2134,190789.32146908776
984,117160.70489274432
2396,354132.14760307805
1673,144242.85412202185
404,113539.58264838807
607,166344.7635134569
814,148838.08218898543
868,188549.9883357427
2271,182596.24825119533
1633,223624.05967076006
337,164272.09125054395
2765,171144.02496155183
1746,260922.28595082005
368,324387.83852940786
2806,199440.89576305522
1662,184553.55092740877
1234,217023.8832592361
1373,125307.02382480013
1672,117111.93075283099
1939,123499.56824776474
